Age,MonthlySalary,OvertimeHoursPerMonth,LeavesTaken,ProjectsHandled,TrainingHours,CustomerSatisfaction,YearsAtCompany,WorkLifeBalanceScore,PerformanceRating,Income_per_year,Gap_since_promotion,Satisfaction_score,Experience_ratio,Gender,Department,JobRole,EducationLevel,Country
34,33685.0,33,17,7,20,6.0,2,0.57,3,404220.0,3,3.285,0.058823529411764705,Male,Support,Support Engineer,2,India
53,152409.0,3,25,4,57,,3,5.23,4,1828908.0,3,,0.05660377358490566,Male,IT,Engineer,4,Germany
43,110233.0,4,19,10,30,,4,6.03,4,1322796.0,4,,0.09302325581395349,Other,IT,Engineer,4,UK
43,111332.0,13,8,8,75,,4,6.07,3,1335984.0,5,,0.09302325581395349,Female,IT,Developer,3,Germany
46,141468.0,24,26,3,73,,3,0.87,3,1697616.0,3,,0.06521739130434782,Male,Marketing,Content Lead,5,UK
48,88349.0,32,15,5,27,6.0,7,1.1,3,1060188.0,7,3.55,0.14583333333333334,Male,Support,Helpdesk,4,UK
47,119643.0,1,19,5,54,,11,6.63,4,1435716.0,10,,0.23404255319148937,Female,HR,HR Executive,3,France
32,161632.0,1,23,14,79,8.0,3,5.97,1,1939584.0,3,6.984999999999999,0.09375,Other,Sales,Account Manager,1,Canada
34,53266.0,13,28,3,19,,2,2.73,4,639192.0,2,,0.058823529411764705,Male,Marketing,SEO Analyst,4,India
60,67827.0,23,29,11,38,,15,0.57,2,813924.0,11,,0.25,Other,Finance,Accountant,4,USA
27,116235.0,17,10,3,22,2.0,4,4.93,3,1394820.0,5,3.465,0.14814814814814814,Female,Support,Support Engineer,2,France
58,35093.0,5,17,1,20,,13,6.17,4,421116.0,8,,0.22413793103448276,Female,Finance,Accountant,2,Canada
60,155870.0,6,19,3,24,4.0,14,5.63,3,1870440.0,10,4.8149999999999995,0.23333333333333334,Female,Sales,Account Manager,3,UK
32,140627.0,34,18,12,23,10.0,2,0.2,4,1687524.0,2,5.1,0.0625,Other,Support,Helpdesk,3,UK
28,93057.0,15,3,3,52,,2,6.5,4,1116684.0,2,,0.07142857142857142,Female,IT,Developer,5,France
25,107898.0,8,14,12,74,,11,6.07,3,1294776.0,9,,0.44,Female,Finance,Auditor,2,India
59,169457.0,34,18,13,51,,9,0.2,2,2033484.0,7,,0.15254237288135594,Male,HR,HR Executive,3,USA
40,173633.0,38,3,6,37,,5,1.9,3,2083596.0,5,,0.125,Female,Finance,Auditor,3,UK
60,92312.0,39,17,1,20,,14,-0.63,1,1107744.0,13,,0.23333333333333334,Male,HR,HR Executive,4,UK
22,35152.0,11,0,5,30,,8,7.8,3,421824.0,2,,0.36363636363636365,Female,HR,HR Manager,2,Canada
37,162437.0,37,12,10,20,,5,0.6,2,1949244.0,3,,0.13513513513513514,Male,Finance,Accountant,4,Germany
44,129971.0,38,17,7,43,,13,-0.43,4,1559652.0,7,,0.29545454545454547,Other,IT,Engineer,4,Germany
54,175948.0,40,17,13,39,,9,-0.83,2,2111376.0,3,,0.16666666666666666,Male,Finance,Auditor,3,India
35,162702.0,12,14,2,25,4.0,4,5.27,3,1952424.0,2,4.635,0.11428571428571428,Male,Sales,Account Manager,4,France
24,76735.0,12,25,14,9,,5,3.43,4,920820.0,4,,0.20833333333333334,Male,HR,HR Manager,3,UK
49,64651.0,17,4,12,22,6.0,14,5.93,4,775812.0,4,5.965,0.2857142857142857,Other,Sales,Sales Executive,3,USA
55,94382.0,2,3,5,67,,15,9.1,4,1132584.0,15,,0.2727272727272727,Other,Marketing,Content Lead,5,UK
56,140237.0,21,1,3,61,,5,5.63,3,1682844.0,5,,0.08928571428571429,Other,IT,Tester,3,France
51,77476.0,9,6,3,14,3.0,14,7.2,4,929712.0,14,5.1,0.27450980392156865,Other,Support,Helpdesk,4,France
21,36213.0,5,25,8,79,,2,4.83,3,434556.0,3,,0.09523809523809523,Female,IT,Developer,4,Germany
43,60868.0,33,6,9,26,6.0,8,2.4,3,730416.0,8,4.2,0.18604651162790697,Other,Support,Support Engineer,1,France
52,42425.0,39,19,8,52,,6,-0.97,2,509100.0,2,,0.11538461538461539,Other,IT,Tester,4,Germany
31,171672.0,7,14,2,35,9.0,4,6.27,3,2060064.0,4,7.635,0.12903225806451613,Other,Sales,Sales Executive,1,Germany
47,64927.0,37,15,4,73,3.0,7,0.1,5,779124.0,7,1.55,0.14893617021276595,Female,Sales,Sales Executive,5,Germany
59,51461.0,19,20,13,79,10.0,7,2.87,3,617532.0,3,6.4350000000000005,0.11864406779661017,Female,Sales,Sales Executive,2,USA
33,31689.0,5,11,9,45,,11,7.17,4,380268.0,3,,0.3333333333333333,Male,IT,Developer,3,India
39,151142.0,29,14,5,71,,15,1.87,4,1813704.0,8,,0.38461538461538464,Other,Finance,Auditor,4,UK
47,44069.0,22,7,5,24,,15,4.43,3,528828.0,11,,0.3191489361702128,Male,Finance,Accountant,1,France
57,178046.0,30,2,6,70,,7,3.67,4,2136552.0,5,,0.12280701754385964,Other,HR,HR Manager,2,UK
51,109973.0,1,18,8,51,5.0,4,6.8,3,1319676.0,3,5.9,0.0784313725490196,Female,Sales,Account Manager,4,Canada
34,56917.0,16,5,9,66,,3,5.97,3,683004.0,2,,0.08823529411764706,Male,Marketing,SEO Analyst,5,India
59,89449.0,14,0,6,57,,10,7.2,5,1073388.0,5,,0.1694915254237288,Other,IT,Tester,5,France
53,152708.0,23,23,12,16,,6,1.57,3,1832496.0,5,,0.11320754716981132,Female,HR,HR Manager,2,UK
38,56333.0,20,10,6,25,,4,4.33,4,675996.0,3,,0.10526315789473684,Male,IT,Developer,4,Canada
25,127673.0,2,16,8,53,,12,6.93,3,1532076.0,12,,0.48,Other,IT,Developer,3,Canada
47,107623.0,6,9,1,37,,6,7.3,3,1291476.0,7,,0.1276595744680851,Other,Finance,Auditor,5,Canada
44,90850.0,23,14,1,64,,4,3.07,2,1090200.0,2,,0.09090909090909091,Male,Finance,Accountant,1,India
52,138568.0,25,3,9,28,10.0,7,4.5,3,1662816.0,3,7.25,0.1346153846153846,Other,Sales,Account Manager,5,India
40,77261.0,7,27,5,42,,8,4.1,4,927132.0,6,,0.2,Male,Marketing,Content Lead,1,India
36,128292.93482703972,22,2,9,22,9.0,12,5.27,4,1539515.2179244766,7,7.135,0.3333333333333333,Female,Sales,Account Manager,5,Canada
