EmployeeID,Department,JobRole,Age,Gender,YearsAtCompany,MonthlySalary,PerformanceRating,Attrition_Prob,Risk,Satisfaction,WorkLifeBalance,Engagement_Score,Gap_Count,Skill_Gap,Top_Recommendation,Training_Duration,Skill_Gap_Str
168,HR,HR Executive,34,Other,5,151729,3,0.6285,HIGH,3.02,2.99,2.94,396,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
169,Support,Support Engineer,33,Other,10,44773,3,0.0663,LOW,3.02,2.99,2.94,399,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
170,Sales,Account Manager,60,Female,5,115425,1,0.838,HIGH,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
171,Marketing,SEO Analyst,60,Other,13,52297,5,0.5464,MEDIUM,3.02,2.99,2.94,175,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Microsoft Excel']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
172,HR,HR Manager,22,Female,12,166881,3,0.0516,LOW,3.02,2.99,2.94,396,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
173,Support,Support Engineer,39,Female,13,38986,1,0.0455,LOW,3.02,2.99,2.94,401,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
174,Marketing,Content Lead,43,Other,13,172355,4,0.5196,MEDIUM,3.02,2.99,2.94,174,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
175,Marketing,SEO Analyst,51,Other,2,43852,4,0.5453,MEDIUM,3.02,2.99,2.94,176,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Microsoft Excel']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
176,Support,Helpdesk,24,Male,9,134669,3,0.5703,MEDIUM,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
177,Support,Helpdesk,59,Male,2,126177,1,0.1061,LOW,3.02,2.99,2.94,399,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
178,Sales,Account Manager,49,Male,15,47221,4,0.0485,LOW,3.02,2.99,2.94,669,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
179,Marketing,SEO Analyst,34,Other,9,88315,2,0.7558,HIGH,3.02,2.99,2.94,176,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Microsoft Excel']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
180,Support,Helpdesk,49,Male,14,139006,2,0.7135,HIGH,3.02,2.99,2.94,399,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
181,Support,Helpdesk,30,Other,4,124984,3,0.0677,LOW,3.02,2.99,2.94,401,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
182,Support,Support Engineer,51,Other,11,48033,3,0.0379,LOW,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
183,Sales,Account Manager,28,Female,8,176131,3,0.12,LOW,3.02,2.99,2.94,669,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
184,Finance,Auditor,58,Other,11,83089,2,0.1478,LOW,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
185,Sales,Sales Executive,33,Female,3,65067,4,0.5855,MEDIUM,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
186,IT,Developer,29,Other,11,35093,4,0.597,MEDIUM,3.02,2.99,2.94,2493,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Advanced Excel,2 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
187,Support,Support Engineer,33,Female,4,161083,3,0.0911,LOW,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
188,Support,Support Engineer,26,Male,14,142521,4,0.2922,LOW,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
189,Finance,Accountant,55,Other,4,98836,2,0.8201,HIGH,3.02,2.99,2.94,1434,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
190,Finance,Auditor,23,Other,9,36596,5,0.3074,MEDIUM,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
191,HR,HR Executive,25,Male,3,79311,4,0.0898,LOW,3.02,2.99,2.94,396,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
192,IT,Engineer,51,Other,6,177547,3,0.6442,HIGH,3.02,2.99,2.94,2493,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Advanced Excel,2 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
193,Support,Support Engineer,51,Male,6,139711,5,0.4632,MEDIUM,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
194,Finance,Auditor,23,Female,14,133661,4,0.4509,MEDIUM,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
195,Support,Helpdesk,55,Other,8,119959,3,0.4558,MEDIUM,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
196,HR,HR Manager,29,Male,13,41236,4,0.5668,MEDIUM,3.02,2.99,2.94,397,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
197,HR,HR Executive,36,Male,5,60667,4,0.0414,LOW,3.02,2.99,2.94,397,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
198,Finance,Accountant,57,Male,11,85219,4,0.0847,LOW,3.02,2.99,2.94,1432,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
199,IT,Tester,22,Male,8,113299,2,0.069,LOW,3.02,2.99,2.94,2495,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
200,IT,Engineer,35,Other,4,73218,2,0.7584,HIGH,3.02,2.99,2.94,2492,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Advanced Excel,2 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
201,Finance,Accountant,51,Other,10,166935,5,0.3272,MEDIUM,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
202,Finance,Accountant,21,Female,10,149268,5,0.3248,MEDIUM,3.02,2.99,2.94,1435,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
203,Marketing,SEO Analyst,24,Female,2,167109,3,0.4517,MEDIUM,3.02,2.99,2.94,175,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Microsoft Excel']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
204,HR,HR Executive,23,Female,5,44615,5,0.0762,LOW,3.02,2.99,2.94,396,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
205,Marketing,Content Lead,40,Female,6,174938,3,0.3842,MEDIUM,3.02,2.99,2.94,174,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
206,Sales,Sales Executive,55,Male,9,141609,4,0.1074,LOW,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
207,Support,Helpdesk,48,Male,2,143395,2,0.4418,MEDIUM,3.02,2.99,2.94,399,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
208,Support,Support Engineer,48,Male,6,91560,4,0.4682,MEDIUM,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
209,Sales,Account Manager,42,Female,2,178594,3,0.072,LOW,3.02,2.99,2.94,669,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
210,Sales,Sales Executive,49,Other,12,136861,3,0.2108,LOW,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
211,Finance,Auditor,48,Female,7,70640,2,0.0962,LOW,3.02,2.99,2.94,1434,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
212,Sales,Account Manager,60,Male,15,86918,5,0.5709,MEDIUM,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
213,Sales,Sales Executive,27,Female,7,87099,3,0.1738,LOW,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
214,Sales,Account Manager,52,Other,8,33037,3,0.0627,LOW,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
215,HR,HR Manager,38,Female,8,143214,5,0.6208,HIGH,3.02,2.99,2.94,398,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
216,Marketing,SEO Analyst,30,Female,3,168202,5,0.1273,LOW,3.02,2.99,2.94,175,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
217,IT,Engineer,25,Other,15,151301,4,0.5556,MEDIUM,3.02,2.99,2.94,2495,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
218,IT,Developer,35,Male,3,32158,4,0.1162,LOW,3.02,2.99,2.94,2493,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
219,Finance,Auditor,42,Other,2,122405,3,0.2669,LOW,3.02,2.99,2.94,1434,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
220,Support,Support Engineer,39,Female,2,33150,4,0.0496,LOW,3.02,2.99,2.94,399,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
221,Sales,Sales Executive,55,Other,13,70445,2,0.7615,HIGH,3.02,2.99,2.94,669,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
222,Marketing,Content Lead,24,Female,6,173731,4,0.3934,MEDIUM,3.02,2.99,2.94,174,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
223,HR,HR Executive,26,Female,9,35989,3,0.047,LOW,3.02,2.99,2.94,396,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
224,Sales,Account Manager,26,Other,14,87882,3,0.4054,MEDIUM,3.02,2.99,2.94,671,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
225,Sales,Sales Executive,44,Other,9,125274,1,0.8049,HIGH,3.02,2.99,2.94,669,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
226,Finance,Auditor,32,Female,6,69596,3,0.205,LOW,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
227,Support,Helpdesk,21,Male,4,150477,3,0.6048,HIGH,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
228,Support,Support Engineer,39,Other,2,147300,3,0.4621,MEDIUM,3.02,2.99,2.94,399,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
229,HR,HR Manager,28,Male,6,137113,3,0.0433,LOW,3.02,2.99,2.94,396,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
230,Finance,Auditor,54,Other,9,43249,4,0.1307,LOW,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
231,Finance,Accountant,27,Female,11,35448,4,0.4814,MEDIUM,3.02,2.99,2.94,1432,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
232,HR,HR Manager,56,Other,12,122891,4,0.3403,MEDIUM,3.02,2.99,2.94,397,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
233,IT,Developer,24,Female,6,42837,4,0.418,MEDIUM,3.02,2.99,2.94,2492,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Google Analytics Certification,3 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
234,Finance,Accountant,29,Female,13,74702,3,0.1065,LOW,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
235,HR,HR Executive,38,Female,14,112040,3,0.5046,MEDIUM,3.02,2.99,2.94,398,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
236,Finance,Accountant,35,Female,11,170493,3,0.0974,LOW,3.02,2.99,2.94,1434,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
237,Sales,Account Manager,42,Male,2,44817,3,0.1122,LOW,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
238,Support,Support Engineer,56,Female,2,39070,3,0.0622,LOW,3.02,2.99,2.94,399,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
239,Finance,Auditor,32,Female,3,107827,3,0.3493,MEDIUM,3.02,2.99,2.94,1434,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
240,IT,Developer,44,Female,5,170873,2,0.1346,LOW,3.02,2.99,2.94,2491,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Google Analytics Certification,3 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
241,Support,Helpdesk,55,Other,10,162151,3,0.0767,LOW,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
242,Marketing,Content Lead,42,Female,12,170095,5,0.036,LOW,3.02,2.99,2.94,176,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
243,Support,Support Engineer,50,Female,13,155425,3,0.0756,LOW,3.02,2.99,2.94,401,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
244,Support,Helpdesk,56,Other,2,75142,3,0.0809,LOW,3.02,2.99,2.94,401,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
245,Sales,Sales Executive,25,Other,8,156837,2,0.7788,HIGH,3.02,2.99,2.94,669,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
246,Finance,Accountant,26,Female,6,32981,3,0.4315,MEDIUM,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
247,IT,Engineer,39,Male,13,171542,3,0.5517,MEDIUM,3.02,2.99,2.94,2493,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Google Analytics Certification,3 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
248,IT,Engineer,23,Female,12,164893,2,0.4713,MEDIUM,3.02,2.99,2.94,2493,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
249,HR,HR Executive,49,Other,13,123450,3,0.1421,LOW,3.02,2.99,2.94,397,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
250,IT,Developer,24,Male,6,99973,5,0.0461,LOW,3.02,2.99,2.94,2493,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
