O*NET-SOC Code,Title,Description,Essential_Skills,Software_Skills,Hot_Technologies
43-4131.00,Loan Interviewers and Clerks,"Interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['Credit reporting software', 'Microsoft Word', 'Rockport Integrated Excel Underwriting', 'Encompass software', 'Loan tracking software', 'Automated financial software', 'Microsoft Office software', 'Software AG Underwriting Solution', 'Lending software systems', 'Microsoft Dynamics', 'Microsoft Access', 'Web browser software', 'Microsoft PowerPoint', 'Fannie Mae Desktop Underwriter', 'Automated underwriting software', 'Microsoft Windows', 'Microsoft Outlook', 'Microsoft Excel']","['Microsoft Word', 'Microsoft Office software', 'Microsoft Access', 'Microsoft PowerPoint', 'Microsoft Windows', 'Microsoft Outlook', 'Microsoft Excel']"
43-4141.00,New Accounts Clerks,Interview persons desiring to open accounts in financial institutions. Explain account services available to prospective customers and assist them in preparing applications.,"['Active Listening', 'Speaking', 'Critical Thinking', 'Monitoring', 'Reading Comprehension']","['Microsoft Word', 'DCI iCore', 'Microsoft Office software', 'IPS-Sendero Relationship Profitability Manager Catalyst', 'IBM Lotus Notes', 'Microsoft Internet Explorer', 'Harland Financial Solutions DepositPro', 'Financial needs analysis software', 'Fiserv financial services software', 'Microsoft Dynamics GP', 'Corporate Information Factory CIF', 'Microsoft Excel', 'Microsoft PowerPoint', 'Microsoft SharePoint', 'Web browser software', 'Systems Union Group MIS DecisionWare', 'Email software']","['Microsoft Word', 'Microsoft Office software', 'Microsoft PowerPoint', 'Microsoft SharePoint', 'Microsoft Excel']"
43-4151.00,Order Clerks,"Receive and process incoming orders for materials, merchandise, classified ads, or services such as repairs, installations, or rental of facilities. Generally receives orders via mail, phone, fax, or other electronic means. Duties include informing customers of receipt, prices, shipping dates, and delays; preparing contracts; and handling complaints.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['Order management software', 'Microsoft Edge', 'SAP software', 'Adobe Acrobat', 'Intuit QuickBooks', 'Mozilla Firefox', 'Automated manifest system software', 'Microsoft PowerPoint', 'Warehouse management system WMS', 'Email software', 'IBM Sterling Configure, Price, Quote', 'Microsoft Word', 'Apple Safari', 'Microsoft Dynamics', 'Microsoft System Center', 'Microsoft Excel', 'Inventory management systems', 'Microsoft Office software', 'Oracle JD Edwards EnterpriseOne', 'Corel WordPerfect Office Suite', 'Microsoft Access', 'Web browser software', 'Microsoft Outlook']","['Adobe Acrobat', 'Microsoft Word', 'Apple Safari', 'Intuit QuickBooks', 'Microsoft Office software', 'Mozilla Firefox', 'Microsoft Access', 'Microsoft PowerPoint', 'SAP software', 'Microsoft Edge', 'Microsoft Outlook', 'Microsoft Excel']"
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping","Compile and keep personnel records. Record data for each employee, such as address, weekly earnings, absences, amount of sales or production, supervisory reports, and date of and reason for termination. May prepare reports for employment records, file employment records, or search employee files and furnish information to authorized persons.","['Active Listening', 'Speaking', 'Writing', 'Monitoring', 'Reading Comprehension']","['Employee self-service software', 'Microsoft Publisher', 'Oracle PeopleSoft', 'Oracle Self-Service Human Resources', 'Microsoft SharePoint', 'LinkedIn', 'SAP', 'Ultimate Software UltiPro Workplace', 'Learning management system LMS', 'Google Docs', 'Employee performance management system', 'Microsoft Internet Explorer', 'Oracle HRIS', 'Database software', 'Oracle Taleo', 'Microsoft PowerPoint', 'Oracle PeopleSoft Enterprise Employee Self-Service', 'Email software', 'Scanning software', 'Microsoft Word', 'Google Calendar', 'Human resource management software HRMS', 'Applicant tracking software', 'Document management system software', 'Microsoft Excel', 'Oracle PeopleSoft Enterprise Human Resources', 'Workscape HR Service Center', 'Microsoft Office software', 'ADP Enterprise HR', 'Microsoft Visio', 'Blackboard Learn', 'Blackboard Learning System', 'Corel WordPerfect Office Suite', 'Microsoft Access', 'Human resource information system (HRIS)', 'ADP Workforce Now', 'FileMaker Pro', 'Microsoft Outlook']","['Google Docs', 'Microsoft Word', 'Microsoft Office software', 'Microsoft Visio', 'Oracle PeopleSoft', 'Microsoft Access', 'Microsoft PowerPoint', 'Microsoft SharePoint', 'SAP', 'Microsoft Outlook', 'Microsoft Excel']"
43-4171.00,Receptionists and Information Clerks,"Answer inquiries and provide information to the general public, customers, visitors, and other interested parties regarding activities conducted at establishment and location of departments, offices, and employees within the organization.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['Microsoft Publisher', 'Billing software', 'Filing system software', 'IBM Notes', 'Alpha Software Alpha Five', '3M Post-it App', 'Automated information system software', 'Microsoft SharePoint Server', ""Blackbaud The Raiser's Edge"", 'Google Docs', 'Data entry software', 'Kodak Dental Systems Kodak SOFTDENT Practice management software PMS', 'Intuit QuickBooks', 'Database software', 'Microsoft PowerPoint', 'Bookkeeping software', 'Electronic calendar management software', 'Email software', 'Medical condition coding software', 'Microsoft Word', 'Electronic health record EHR software', 'Claim processing system software', 'Medical procedure coding software', 'IBM Check Processing Control System CPSC', 'Microsoft Dynamics', 'Microsoft Windows', 'Intrado SchoolMessenger', 'GE Healthcare Centricity EMR', 'Appointment scheduling software', 'McKesson Lytec', 'Microsoft Excel', 'Microsoft Office software', 'St. Paul Travelers e-CARMA', 'Corel WordPerfect Office Suite', 'HMS', 'Web browser software', 'Google Drive', 'FileMaker Pro', 'Microsoft Outlook']","['Google Docs', 'Microsoft Word', 'Intuit QuickBooks', 'Microsoft Office software', 'Microsoft PowerPoint', 'Microsoft Windows', 'Microsoft Outlook', 'Microsoft Excel']"
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,"Make and confirm reservations for transportation or lodging, or sell transportation tickets. May check baggage and direct passengers to designated concourse, pier, or track; deliver tickets and contact individuals and groups to inform them of package tours; or provide tourists with travel or transportation information.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['Property management system PMS software', 'Computer reservation system CRS software', 'Galileo 360 Fares', 'MICROS Systems OPERA Property Management System PMS', 'Sabre Airline Solutions SabreSonic Ticket', 'Amadeus Altea Reservation', 'Microsoft PowerPoint', 'Email software', 'Microsoft Word', 'Property scheduling software', 'Microsoft Excel', 'GuestServe', 'Worldspan Go!', 'Delphi Technology', 'MICROS Systems MICROS 9700 HMS', 'Microsoft Office software', 'Corel WordPerfect Office Suite', 'Microsoft Access', 'Web browser software', 'Microsoft Outlook']","['Microsoft Word', 'Microsoft Office software', 'Microsoft Access', 'Microsoft PowerPoint', 'Microsoft Outlook', 'Microsoft Excel']"
43-4199.00,"Information and Record Clerks, All Other",All information and record clerks not listed separately.,[],[],[]
43-5011.00,Cargo and Freight Agents,"Expedite and route movement of incoming and outgoing cargo and freight shipments in airline, train, and trucking terminals and shipping docks. Take orders from customers and arrange pickup of freight and cargo for delivery to loading platform. Prepare and examine bills of lading to determine shipping charges and tariffs.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['Transportation management software', 'Microsoft Word', 'Microsoft OneNote', 'Email software', 'Transportation management system TMS software', 'Microsoft Office software', 'Brokerage software', 'Corel WordPerfect Office Suite', 'Database software', 'Microsoft PowerPoint', 'SAP software', 'Web browser software', 'Posting software', 'Web-based dispatch software', 'Microsoft Outlook', 'Microsoft Excel']","['Microsoft Word', 'Microsoft Office software', 'Microsoft PowerPoint', 'SAP software', 'Microsoft Outlook', 'Microsoft Excel']"
43-5011.01,Freight Forwarders,"Research rates, routings, or modes of transport for shipment of products. Maintain awareness of regulations affecting the international movement of cargo. Make arrangements for additional services, such as storage or inland transportation.","['Active Listening', 'Critical Thinking', 'Writing', 'Monitoring', 'Reading Comprehension']","['Manufacturing resource planning MRP software', 'Kewill Global Trade and Logistics', 'RedBerry Logistics', 'Tailwind Management Systems Tailwind', 'Order management software', 'Riege Software International Procars', 'Arcline ArcFreight', 'SAP software', 'TMW Enterprise Transportation Management Systems', 'AESDirect', 'Microsoft PowerPoint', 'Package tracking software', 'Email software', 'Microsoft Word', 'Star Tec Software Hercules Export', 'Microsoft Excel', 'CEDAS Gateway', 'CargoWise ediEnterprise', 'IES Ecellerate', 'Microsoft Office software', 'Oracle JD Edwards EnterpriseOne', 'QuestaWeb TradeMaster QW', 'Web browser software', 'Microsoft Outlook']","['Microsoft Word', 'Microsoft Office software', 'Microsoft PowerPoint', 'SAP software', 'Microsoft Outlook', 'Microsoft Excel']"
43-5021.00,Couriers and Messengers,"Pick up and deliver messages, documents, packages, and other items between offices or departments within an establishment or directly to other business concerns, traveling by foot, bicycle, motorcycle, automobile, or public conveyance.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['Microsoft Word', 'Microsoft Office software', 'Route mapping software', 'Microsoft Outlook', 'Microsoft Excel']","['Microsoft Office software', 'Microsoft Word', 'Microsoft Outlook', 'Microsoft Excel']"
43-5031.00,Public Safety Telecommunicators,"Operate telephone, radio, or other communication systems to receive and communicate requests for emergency assistance at 9-1-1 public safety answering points and emergency operations centers. Take information from the public and other sources regarding crimes, threats, disturbances, acts of terrorism, fires, medical emergencies, and other public safety matters. May coordinate and provide information to law enforcement and emergency response personnel. May access sensitive databases and other information sources as needed. May provide additional instructions to callers based on knowledge of and certification in law enforcement, fire, or emergency medical procedures.","['Active Learning', 'Active Listening', 'Speaking', 'Critical Thinking', 'Reading Comprehension']","['Microsoft Word', 'Law enforcement information databases', 'Microsoft Office software', 'National Crime Information Center (NCIC) database', 'National Law Enforcement Telecommunications System NLETS', 'Computer aided dispatch software', 'Corel WordPerfect Office Suite', 'Microsoft Access', 'Web browser software', 'Microsoft PowerPoint', 'Microsoft SharePoint', 'Geographic information system GIS systems', 'SAP software', 'Intrado SchoolMessenger', 'Spillman Technologies Spillman Computer-Aided Dispatch', 'Microsoft Outlook', '911 system information databases', 'Microsoft Excel']","['Microsoft Word', 'Microsoft Office software', 'Microsoft Access', 'Microsoft PowerPoint', 'Microsoft SharePoint', 'SAP software', 'Microsoft Outlook', 'Microsoft Excel']"
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance","Schedule and dispatch workers, work crews, equipment, or service vehicles for conveyance of materials, freight, or passengers, or for normal installation, service, or emergency repairs rendered outside the place of business. Duties may include using radio, telephone, or computer to transmit assignments and compiling statistics and reports on work progress.","['Active Listening', 'Speaking', 'Writing', 'Monitoring', 'Reading Comprehension']","['Sabre travel agent software', 'Locomotive distribution software', 'SAP software', 'Bornemann Associates Flight Plan', 'Situation resource tracking software', 'Transportation management software', 'Tangier Sky Scheduler View', 'Database software', 'Dr. Dispatch', 'Rail Traffic Track Warrant Control System', 'Microsoft PowerPoint', 'Computer aided dispatching auto routing software', 'Geomechanical design analysis GDA software', 'Email software', 'Kronos Workforce Timekeeper', 'Microsoft Word', 'Command Alkon COMMANDconcrete', 'Global positioning system GPS software', 'Scheduling software', 'Computer aided dispatch software', 'Microsoft Dynamics', 'Digital Gateway e-automate', 'Resource management software', 'Microsoft Windows', 'TMW PowerSuite', 'Microsoft Excel', 'Microsoft Office software', 'Air-Trak Cloudberry', 'Microsoft Access', 'Routing software', 'Web browser software', 'Microsoft Outlook', 'ESRI ArcIMS']","['Kronos Workforce Timekeeper', 'Microsoft Word', 'Microsoft Office software', 'Microsoft Access', 'Microsoft PowerPoint', 'Microsoft Windows', 'SAP software', 'Microsoft Outlook', 'Microsoft Excel']"
43-5041.00,"Meter Readers, Utilities","Read meter and record consumption of electricity, gas, water, or steam.","['Active Listening', 'Speaking', 'Critical Thinking', 'Monitoring', 'Reading Comprehension']","['Microsoft Word', 'Billing software', 'Microsoft Office software', 'Graphing software', 'Supervisory control and data acquisition SCADA software', 'Microsoft Access', 'Microsoft PowerPoint', 'Microsoft Windows', 'Geographic information system GIS systems', 'Mapping software', 'Microsoft Outlook', 'Meter reading software', 'Microsoft Excel']","['Microsoft Word', 'Microsoft Office software', 'Microsoft Access', 'Microsoft PowerPoint', 'Microsoft Windows', 'Microsoft Outlook', 'Microsoft Excel']"
43-5051.00,Postal Service Clerks,"Perform any combination of tasks in a United States Postal Service (USPS) post office, such as receive letters and parcels; sell postage and revenue stamps, postal cards, and stamped envelopes; fill out and sell money orders; place mail in pigeon holes of mail rack or in bags; and examine mail for correct postage. Includes postal service clerks employed by USPS contractors.","['Active Listening', 'Speaking', 'Critical Thinking', 'Monitoring', 'Reading Comprehension']","['Delivery operations information system DOIS', 'Time and Attendance Collection System TACS', 'Electronic Time Clock ETC', 'Budgeting software', 'NCR Advanced Store', 'Microsoft Windows', 'Inventory tracking software']",['Microsoft Windows']
43-5052.00,Postal Service Mail Carriers,Sort and deliver mail for the United States Postal Service (USPS). Deliver mail on established route by vehicle or on foot. Includes postal service mail carriers employed by USPS contractors.,"['Active Listening', 'Speaking', 'Critical Thinking', 'Monitoring', 'Reading Comprehension']","['Microsoft Word', 'Delivery operations information system DOIS', 'Address Management System AMS', 'Time and Attendance Collection System TACS', 'Microsoft Office software', 'Electronic Time Clock ETC', 'Delivery Routing System DRS', 'Microsoft Windows', 'End of Run Report EOR', 'Automated Data Collection System ADCS']","['Microsoft Office software', 'Microsoft Word', 'Microsoft Windows']"
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators","Prepare incoming and outgoing mail for distribution for the United States Postal Service (USPS). Examine, sort, and route mail. Load, operate, and occasionally adjust and repair mail processing, sorting, and canceling machinery. Keep records of shipments, pouches, and sacks, and perform other duties related to mail handling within the postal service. Includes postal service mail sorters and processors employed by USPS contractors.","['Active Listening', 'Speaking', 'Critical Thinking', 'Monitoring', 'Reading Comprehension']","['Barcode reader software', 'Multi-line optical character reader OCR software', 'Microsoft Word', 'Delivery operations information system DOIS', 'Address Management System AMS', 'Teradata Database', 'Time and Attendance Collection System TACS', 'Microsoft Office software', 'Electronic Time Clock ETC', 'Delivery Routing System DRS', 'Directory software', 'NCR Advanced Store', 'Microsoft SharePoint', 'SAP software', 'Microsoft Outlook', 'Automated Package Processing System APPS', 'Microsoft Excel']","['Microsoft Word', 'Teradata Database', 'Microsoft Office software', 'Microsoft SharePoint', 'SAP software', 'Microsoft Outlook', 'Microsoft Excel']"
43-5061.00,"Production, Planning, and Expediting Clerks","Coordinate and expedite the flow of work and materials within or between departments of an establishment according to production schedule. Duties include reviewing and distributing production, work, and shipment schedules; conferring with department supervisors to determine progress of work and completion dates; and compiling reports on progress of work, inventory levels, costs, and production problems.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['InteProc Material Requirements Planning', 'IBM Notes', 'Oracle Manufacturing Scheduling', 'ADi SmartBOL', 'Airtable', 'Oracle Flow Manufacturing', 'Data entry software', 'LSA Visual DBR', 'Niku Clarity', 'Cost estimating software', 'Ingenious ProSched', 'Asprova', 'Workbrain Employee Scheduling', 'Interwave Technology RS Bizware Scheduler', 'Oracle Database', 'Geac MPC Production', 'Adobe Photoshop', 'Microsoft OneNote', 'Work Technology WorkTech Time', 'Sage MAS 90 ERP', 'Microsoft Outlook', 'Pivotal Z Prestige Scheduler', 'Microsoft Dynamics GP', 'Honeywell Wintress PACNet', 'MEDITECH software', 'Applied Software Technologies Asset Maintenance and Materials Management System', 'Waterloo Hydrogeologic TACTIC', 'Oracle PeopleSoft', 'SAP software', 'Oracle Primavera Enterprise Project Portfolio Management', 'Preactor Finite Capacity Scheduling', 'Structured query language SQL', 'Intuit QuickBooks', 'SYSPRO business software', 'Maynard PlanStaff Manager', 'Preactor APS', 'Adobe Illustrator', 'Aestiva Purchase Order', 'Microsoft Project', 'Microsoft Word', 'Creo Synapse Upfront', 'Medical procedure coding software', 'Micro Estimating FabPlan', 'Microsoft Excel', 'ABB Production Planning', 'MicroStrategy Report Services', 'Microsoft Office software', 'NetSuite ERP', 'Adobe InDesign', 'PMC KanbanSIM', 'Google Drive', 'Bills of lading software', 'Exact MAX', 'Questek Humanis', 'Lamar Info Net', 'Microsoft Dynamics ERP', 'Adobe Acrobat', 'QAD Adaptive ERP', 'Pelion manufacturing process optimization MPO software', 'Database software', 'MTI Systems Costimator JS', 'Accvision ABMIS', 'LSA Visual Easy Lean', 'PRONTO Xi', 'RSS Solutions NaView', 'DM2 Bills of Lading', 'Oracle Primavera Systems', 'Stratford Group INMASS/MRP', 'Giraffe Production Systems Giraffe Schedule System', 'Workbrain Time and Attendance', 'Oracle JD Edwards EnterpriseOne', 'SAP Crystal Reports', 'Sage Peachtree Premium Accounting for Manufacturing', 'Exact Software Macola ES', 'FileMaker Pro', 'Fund accounting software', 'Ingenious ProPlan', 'Google Docs', 'Sage 300 Construction and Real Estate', 'Bill of lading software', 'Microsoft PowerPoint', 'ERP INDUSTRIOS Material Planning', 'Made2Manage Supply Chain Management', 'Rytech Software Small Business Inventory Control', 'Medical condition coding software', 'Microsoft Dynamics', 'Production scheduling and planning software', 'Factory Edge MRP', 'KAPES', 'Enterprise Logix', 'iCode Everest', 'Microsoft Access', 'Inetsoft', 'Epicor Vantage ERP']","['MEDITECH software', 'Oracle PeopleSoft', 'SAP software', 'Oracle Primavera Enterprise Project Portfolio Management', 'Adobe Acrobat', 'Google Docs', 'Structured query language SQL', 'Intuit QuickBooks', 'Microsoft PowerPoint', 'Adobe Illustrator', 'Microsoft Project', 'Microsoft Word', 'Oracle Database', 'Adobe Photoshop', 'Microsoft Excel', 'Microsoft Office software', 'Microsoft Access', 'Adobe InDesign', 'Microsoft Outlook']"
43-5071.00,"Shipping, Receiving, and Inventory Clerks",Verify and maintain records on incoming and outgoing shipments involving inventory. Duties include verifying and recording incoming merchandise or material and arranging for the transportation of products. May prepare items for shipment.,"['Active Listening', 'Speaking', 'Critical Thinking', 'Monitoring', 'Reading Comprehension']","['UPS WorldShip', 'Harvey Software CPS', 'IBM Notes', 'Exact MAX', 'ADi SmartBOL', 'Enterprise Systems RFID Data Management', 'Laser Substrates PostalXport', 'Kewill Clippership', 'Pitney Bowes ShipStream Manager', 'UPS Intelliverse', 'MSR Visual Exporter Enterprise Integrator', 'Freight+', 'WindowBook Postal Package Partner', 'Microsoft Edge', 'Citrix cloud computing software', 'MSR Visual Exporter Document Library', 'SAP software', 'Kewill Javelin Distribution Ship', 'Precision TRA/X', 'AES MailSTAR', 'Bill of lading software', 'MSR Visual Exporter', 'FedEx Ship Manager', 'Mozilla Firefox', 'Dydacomp Mail Order Manager', 'Web browser software', 'Microsoft PowerPoint', 'Warehouse management system WMS', 'Aestiva Purchase Order', 'Kewill Compliance Partner', 'Universal parcel shipping software', 'Microsoft Word', 'Apple Safari', 'Electronic Data Interchange EDI systems', 'Accuship Star System', 'DM2 Bills of Lading', 'Barcode labeling software', 'Shipping and freight management software', 'Infor ERP Visual', 'Inventory tracking software', 'Microsoft Excel', 'Varsity ShipSoft Supply Chain Execution Suite', 'Inventory management systems', 'Endicia Internet Postage', 'Microsoft Office software', 'Oracle JD Edwards EnterpriseOne', 'Sage 50 Accounting', 'ShipWorks', 'CMS Consultants WorldLink', 'FileMaker Pro', 'Microsoft Outlook', 'Microsoft Dynamics GP']","['Microsoft Word', 'Apple Safari', 'Microsoft Office software', 'Mozilla Firefox', 'Microsoft PowerPoint', 'SAP software', 'Microsoft Edge', 'Microsoft Outlook', 'Microsoft Excel']"
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping","Weigh, measure, and check materials, supplies, and equipment for the purpose of keeping relevant records. Duties are primarily clerical by nature. Includes workers who collect and keep record of samples of products or materials.","['Active Listening', 'Speaking', 'Critical Thinking', 'Monitoring', 'Reading Comprehension']","['IBM Notes', 'Materials resource planning MRP software', 'Root cause analysis software', 'Inventory software', 'SAP software', 'Infor XA', 'Microsoft PowerPoint', 'Warehouse management system WMS', 'Email software', 'Microsoft Word', 'Oracle Database', 'Microsoft Dynamics AX', 'Microsoft Excel', 'Inventory management systems', 'Microsoft Office software', 'Oracle JD Edwards EnterpriseOne', 'NetSuite ERP', 'Infor ERP Baan', 'Microsoft Access', 'Microsoft Outlook']","['Microsoft Word', 'Oracle Database', 'Microsoft Office software', 'Microsoft Access', 'Microsoft PowerPoint', 'SAP software', 'Microsoft Outlook', 'Microsoft Excel']"
43-6011.00,Executive Secretaries and Executive Administrative Assistants,"Provide high-level administrative support by conducting research, preparing statistical reports, and handling information requests, as well as performing routine administrative functions such as preparing correspondence, receiving visitors, arranging conference calls, and scheduling meetings. May also train and supervise lower-level clerical staff.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['Oracle E-Business Suite Financials', 'IBM Notes', 'Web conferencing software', 'Airtable', 'Fishbowl Warehouse', 'Workbrain Employee Scheduling', 'Zoom', 'Oracle PeopleSoft Financials', 'Records management systems', 'Geac MPC Production', 'Social media sites', 'Facebook', 'Adobe Photoshop', 'Adobe Contribute', 'Microsoft OneNote', 'Work Technology WorkTech Time', 'Microsoft Visio', 'Transcription software', 'Slido interaction software', 'Cisco Webex', 'Microsoft Outlook', 'Microsoft Dynamics GP', 'Evernote', 'Dropbox', 'Microsoft Publisher', 'Oracle PeopleSoft', 'SAP Concur', 'SAP software', 'LexisNexis', 'Oracle Primavera Enterprise Project Portfolio Management', 'Intuit QuickBooks', 'SYSPRO business software', 'Maynard PlanStaff Manager', 'Apple Keynote', 'Adobe Illustrator', 'Aestiva Purchase Order', 'Microsoft Project', 'Microsoft Word', 'Human resource management software HRMS', 'Micro Estimating FabPlan', 'Intrado SchoolMessenger', 'Microsoft Excel', 'MicroStrategy Report Services', 'Microsoft Office software', 'Corel WordPerfect Office Suite', 'Workflow International Deskflow Enterprise', 'PCC Pediatric Partner', 'Adobe InDesign', 'Google Drive', 'Questek Humanis', 'Slack', 'LinkedIn', 'Adobe Acrobat', 'Graphics software', 'Apple macOS', 'Google Workspace software', 'ParentSquare', 'Database software', 'MTI Systems Costimator JS', 'Google Slides', 'PRONTO Xi', 'JamBoard', 'Eko', 'LogMeIn GoToWebinar', 'Workbrain Time and Attendance', 'Sage 50 Accounting', 'Sage Peachtree Premium Accounting for Manufacturing', 'Exact Software Macola ES', 'FileMaker Pro', 'Google Sites', 'SmugMug Flickr', 'Microsoft Team Foundation Server', 'Microsoft SharePoint', 'Microsoft SharePoint Server', ""Blackbaud The Raiser's Edge"", 'Google Meet', 'Google Docs', 'ProQuest RefWorks', 'LogMeIn GoToMeeting', 'ProQuest RefWorks RefShare', 'Microsoft PowerPoint', 'PCC EHR', 'Microsoft Dynamics', 'KAPES', 'Appointment scheduling software', 'Microsoft Access', 'Inetsoft', 'Web browser software', 'Epicor Vantage ERP']","['Oracle PeopleSoft', 'Slack', 'SAP Concur', 'Microsoft Team Foundation Server', 'Microsoft SharePoint', 'SAP software', 'Oracle Primavera Enterprise Project Portfolio Management', 'Adobe Acrobat', 'Google Docs', 'Intuit QuickBooks', 'Apple macOS', 'Google Workspace software', 'Microsoft PowerPoint', 'Adobe Illustrator', 'Zoom', 'Microsoft Project', 'Microsoft Word', 'Facebook', 'Adobe Photoshop', 'Microsoft Excel', 'Microsoft Office software', 'Microsoft Visio', 'Microsoft Access', 'Cisco Webex', 'Adobe InDesign', 'Microsoft Outlook']"
43-6012.00,Legal Secretaries and Administrative Assistants,"Perform secretarial duties using legal terminology, procedures, and documents. Prepare legal papers and correspondence, such as summonses, complaints, motions, and subpoenas. May also assist with legal research.","['Active Listening', 'Speaking', 'Writing', 'Monitoring', 'Reading Comprehension']","['LexisNexis Time Matters', 'Dropbox', 'Billing software', 'Filing system software', 'Web page design and editing software', 'Web conferencing software', 'Amortization calculation software', 'Aderant CompuLaw', 'Vertican Technologies Collection Master', 'Case management software', 'LexisNexis', 'Microsoft SharePoint Server', 'Public access to electronic court records PACER', 'Adobe Acrobat', 'Intuit QuickBooks', 'Database software', 'AbacusNext HotDocs', 'Litigation management software', 'Legal research software', 'Microsoft PowerPoint', 'Thomson Reuters Westlaw', 'Quicken', 'A1-Law', 'Email software', 'Microsoft Word', 'Electronic adjudication management systems EAM', 'Chrome River Expense', 'Electronic diary software', 'Appointment scheduling software', 'Microsoft Excel', 'Microsoft Office software', 'Microsoft Visio', 'WordPerfect', 'IBM Lotus Notes', 'Thomson Reuters Elite Billing Manager', 'Transcription software', 'Sage 50 Accounting', 'Microsoft Access', 'Web browser software', 'ADP Workforce Now', 'Legal software', 'Microsoft Outlook']","['Adobe Acrobat', 'Microsoft Word', 'Intuit QuickBooks', 'Microsoft Office software', 'Microsoft Visio', 'Microsoft Access', 'Microsoft PowerPoint', 'Microsoft Outlook', 'Microsoft Excel']"
43-6013.00,Medical Secretaries and Administrative Assistants,"Perform secretarial duties using specific knowledge of medical terminology and hospital, clinic, or laboratory procedures. Duties may include scheduling appointments, billing patients, and compiling and recording medical charts, reports, and correspondence.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['MEDITECH software', 'Microsoft Publisher', 'Wisconsin Physicians Service Insurance CMS Secure Net Access Portal C-SNAP', 'Billing software', 'IDX Groupcast', 'Healthcare common procedure coding system HCPCS', 'Accounts payable software', 'Microsoft Exchange', 'Google Docs', 'Data entry software', 'CPSI CPSI System', 'Graphics software', 'Intuit QuickBooks', 'Intuit QuickBooks Point of Sale', 'Microsoft Internet Explorer', 'Database software', 'Amazing Charts', 'PracticeWorks Systems Kodak WINOMS CS', 'Microsoft PowerPoint', 'Accounts receivable software', 'MEDITECH Medical and Practice Management MPM Suite', 'Allscripts Professional PM', 'Email software', 'Medical condition coding software', 'Microsoft Word', 'Electronic health record EHR software', 'Scheduling software', 'eClinicalWorks EHR software', 'Medical procedure coding software', 'Microsoft Windows', 'Allscripts Payerpath', 'MEDENT', 'Microsoft Excel', 'McKesson Lytec', 'Microsys MicroMD', 'dBASE Plus', 'Epic Systems', 'Addressing software', 'Microsoft Office software', 'Patterson Dental Supply Patterson EagleSoft', 'Henry Schein Dentrix', 'NaviMedix NaviNet', 'Corel WordPerfect Office Suite', 'Microsoft Access', 'HMS', 'Web browser software', 'eMDs Medisoft', 'Google Drive', 'Microsoft Outlook']","['MEDITECH software', 'Google Docs', 'Microsoft Word', 'Intuit QuickBooks', 'Epic Systems', 'Microsoft Office software', 'eClinicalWorks EHR software', 'Henry Schein Dentrix', 'Microsoft Access', 'Microsoft PowerPoint', 'Microsoft Windows', 'Microsoft Outlook', 'Microsoft Excel']"
