Employee_ID,Department,Role,Risk_Level,Attrition_Probability,Engagement_Score,Satisfaction_Score,Skill_Gap_Count,Top_Skill_Gaps,Recommended_Training
334,Sales,Account Manager,MEDIUM,0.3642,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
335,Support,Support Engineer,MEDIUM,0.4705,2.94,3.02,399,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
336,HR,HR Executive,HIGH,0.619,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
337,Marketing,SEO Analyst,LOW,0.2133,2.94,3.02,176,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
338,Marketing,SEO Analyst,MEDIUM,0.4617,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
339,Marketing,Content Lead,LOW,0.0505,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
340,Marketing,Content Lead,LOW,0.2175,2.94,3.02,176,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
341,Finance,Auditor,MEDIUM,0.5991,2.94,3.02,1432,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
342,IT,Tester,HIGH,0.6108,2.94,3.02,2495,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
343,HR,HR Executive,LOW,0.0889,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
344,Finance,Auditor,MEDIUM,0.4568,2.94,3.02,1435,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
345,Finance,Accountant,LOW,0.2494,2.94,3.02,1432,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
346,HR,HR Manager,HIGH,0.7091,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
347,HR,HR Executive,LOW,0.0867,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
348,IT,Developer,HIGH,0.7707,2.94,3.02,2491,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
349,Sales,Sales Executive,LOW,0.0914,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
350,Marketing,Content Lead,LOW,0.0367,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
351,HR,HR Manager,LOW,0.0635,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
352,Support,Helpdesk,HIGH,0.7221,2.94,3.02,401,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
353,IT,Tester,LOW,0.088,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
354,Support,Helpdesk,LOW,0.1208,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
355,Sales,Account Manager,LOW,0.0456,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
356,IT,Tester,MEDIUM,0.435,2.94,3.02,2492,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
357,HR,HR Executive,LOW,0.0775,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
358,IT,Engineer,LOW,0.257,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
359,HR,HR Executive,LOW,0.0898,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
360,HR,HR Manager,HIGH,0.6384,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
361,Marketing,SEO Analyst,LOW,0.1922,2.94,3.02,174,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
362,Support,Helpdesk,LOW,0.0696,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
363,Support,Helpdesk,LOW,0.29,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
364,IT,Tester,LOW,0.0488,2.94,3.02,2491,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
365,Sales,Sales Executive,MEDIUM,0.5127,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
366,Support,Helpdesk,MEDIUM,0.5985,2.94,3.02,399,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
367,Finance,Accountant,LOW,0.0659,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
368,IT,Developer,HIGH,0.7593,2.94,3.02,2491,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
369,Sales,Account Manager,MEDIUM,0.5128,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
370,HR,HR Executive,LOW,0.0281,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
371,Finance,Accountant,LOW,0.0787,2.94,3.02,1432,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
372,IT,Developer,HIGH,0.7682,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
373,Finance,Auditor,MEDIUM,0.3216,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
374,Finance,Accountant,MEDIUM,0.3714,2.94,3.02,1434,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
375,Marketing,SEO Analyst,LOW,0.2622,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
376,IT,Engineer,MEDIUM,0.5594,2.94,3.02,2494,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
377,Sales,Sales Executive,MEDIUM,0.5271,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
378,Sales,Sales Executive,HIGH,0.7252,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
379,Support,Support Engineer,LOW,0.0651,2.94,3.02,401,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
380,Marketing,SEO Analyst,MEDIUM,0.3056,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
381,IT,Tester,LOW,0.0185,2.94,3.02,2492,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
382,Support,Support Engineer,LOW,0.1524,2.94,3.02,399,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
383,IT,Engineer,MEDIUM,0.444,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
384,Sales,Sales Executive,MEDIUM,0.5253,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
385,HR,HR Manager,LOW,0.0269,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
386,Sales,Sales Executive,HIGH,0.6798,2.94,3.02,671,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
387,Sales,Account Manager,LOW,0.0784,2.94,3.02,671,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
388,Marketing,Content Lead,LOW,0.07,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
389,Support,Support Engineer,LOW,0.0924,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
390,Sales,Account Manager,LOW,0.1415,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
391,Marketing,Content Lead,HIGH,0.6202,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
392,IT,Tester,MEDIUM,0.3276,2.94,3.02,2492,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
393,Support,Helpdesk,LOW,0.1768,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
394,Finance,Accountant,LOW,0.1531,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
395,Sales,Account Manager,MEDIUM,0.3809,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
396,Marketing,SEO Analyst,LOW,0.117,2.94,3.02,176,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
397,IT,Engineer,LOW,0.2395,2.94,3.02,2494,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
398,Sales,Sales Executive,MEDIUM,0.4886,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
399,Sales,Sales Executive,LOW,0.097,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
400,Finance,Accountant,LOW,0.2809,2.94,3.02,1434,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
401,IT,Developer,HIGH,0.821,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
402,Marketing,SEO Analyst,HIGH,0.7627,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
403,Sales,Account Manager,MEDIUM,0.4938,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
404,IT,Developer,MEDIUM,0.3226,2.94,3.02,2494,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
405,IT,Tester,MEDIUM,0.3923,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
406,Sales,Sales Executive,HIGH,0.7747,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
407,IT,Tester,LOW,0.0767,2.94,3.02,2494,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
408,Support,Support Engineer,MEDIUM,0.3448,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
409,HR,HR Manager,MEDIUM,0.5287,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
410,Marketing,Content Lead,LOW,0.0301,2.94,3.02,176,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
411,Marketing,SEO Analyst,MEDIUM,0.5379,2.94,3.02,174,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
412,Support,Support Engineer,LOW,0.061,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
413,Finance,Auditor,HIGH,0.814,2.94,3.02,1434,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
414,Finance,Auditor,LOW,0.2552,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
415,IT,Engineer,LOW,0.198,2.94,3.02,2492,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
416,Finance,Auditor,MEDIUM,0.5728,2.94,3.02,1434,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
417,Finance,Auditor,LOW,0.051,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
418,Sales,Account Manager,MEDIUM,0.4326,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
419,Marketing,Content Lead,LOW,0.0293,2.94,3.02,174,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
420,Sales,Account Manager,MEDIUM,0.4104,2.94,3.02,671,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
421,Finance,Auditor,HIGH,0.6169,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
422,Marketing,Content Lead,LOW,0.0689,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
423,Sales,Account Manager,MEDIUM,0.3098,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
424,Marketing,Content Lead,LOW,0.0638,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
425,Marketing,SEO Analyst,LOW,0.2239,2.94,3.02,174,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
426,Sales,Account Manager,LOW,0.2914,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
427,Finance,Accountant,LOW,0.0804,2.94,3.02,1434,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
428,Sales,Account Manager,MEDIUM,0.481,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
429,Finance,Auditor,LOW,0.0923,2.94,3.02,1432,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
430,Sales,Sales Executive,MEDIUM,0.4164,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
431,IT,Developer,LOW,0.049,2.94,3.02,2492,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
432,Support,Support Engineer,LOW,0.0448,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
433,Sales,Sales Executive,HIGH,0.7121,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
434,Support,Support Engineer,LOW,0.1731,2.94,3.02,399,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
435,Support,Support Engineer,LOW,0.1827,2.94,3.02,401,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
436,Marketing,SEO Analyst,LOW,0.1838,2.94,3.02,176,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
437,HR,HR Executive,LOW,0.0956,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
438,Marketing,SEO Analyst,LOW,0.0626,2.94,3.02,174,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
439,Marketing,SEO Analyst,MEDIUM,0.4715,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
440,Sales,Sales Executive,MEDIUM,0.4764,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
441,Sales,Sales Executive,LOW,0.1793,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
442,Support,Helpdesk,MEDIUM,0.3309,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
443,HR,HR Manager,LOW,0.0565,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
444,IT,Tester,LOW,0.0916,2.94,3.02,2495,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
445,Sales,Account Manager,LOW,0.1535,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
446,Support,Helpdesk,MEDIUM,0.4974,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
447,Sales,Sales Executive,MEDIUM,0.4304,2.94,3.02,671,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
448,IT,Tester,HIGH,0.6722,2.94,3.02,2492,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
449,Finance,Accountant,LOW,0.0458,2.94,3.02,1432,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
450,IT,Developer,HIGH,0.7587,2.94,3.02,2494,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
451,Support,Helpdesk,MEDIUM,0.4143,2.94,3.02,399,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
452,Support,Support Engineer,LOW,0.27,2.94,3.02,401,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
453,IT,Engineer,LOW,0.1066,2.94,3.02,2492,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
454,IT,Engineer,LOW,0.1035,2.94,3.02,2491,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
455,IT,Developer,LOW,0.0695,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
456,Marketing,Content Lead,MEDIUM,0.5107,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
457,Support,Helpdesk,MEDIUM,0.4821,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
458,HR,HR Executive,LOW,0.0698,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
459,Sales,Account Manager,LOW,0.0766,2.94,3.02,671,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
460,Marketing,SEO Analyst,LOW,0.2372,2.94,3.02,176,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
461,Finance,Accountant,HIGH,0.8393,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
462,Support,Support Engineer,LOW,0.0665,2.94,3.02,401,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
463,Finance,Accountant,LOW,0.1175,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
464,Sales,Account Manager,LOW,0.0898,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
465,Support,Helpdesk,MEDIUM,0.3868,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
466,IT,Developer,LOW,0.0511,2.94,3.02,2490,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
467,Finance,Auditor,LOW,0.0541,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
468,HR,HR Executive,HIGH,0.7543,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
469,Finance,Auditor,MEDIUM,0.5077,2.94,3.02,1432,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
470,HR,HR Executive,HIGH,0.8409,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
471,HR,HR Manager,LOW,0.0404,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
472,Finance,Accountant,HIGH,0.7863,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
473,IT,Engineer,HIGH,0.7061,2.94,3.02,2491,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
474,Finance,Auditor,HIGH,0.661,2.94,3.02,1434,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
475,Sales,Account Manager,LOW,0.0812,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
476,HR,HR Manager,LOW,0.2267,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
477,Sales,Sales Executive,LOW,0.0922,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
478,Marketing,Content Lead,LOW,0.0721,2.94,3.02,174,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
479,IT,Tester,LOW,0.2777,2.94,3.02,2493,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
480,Support,Helpdesk,LOW,0.0737,2.94,3.02,400,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
481,IT,Developer,LOW,0.0892,2.94,3.02,2492,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
482,Support,Support Engineer,MEDIUM,0.3783,2.94,3.02,399,"['3DGrid HIPAA Checkup', 'A-Systems JobView', 'ADP Enterprise HR']",ERP Implementation & Management
483,IT,Tester,HIGH,0.6539,2.94,3.02,2495,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
484,Sales,Sales Executive,LOW,0.0549,2.94,3.02,669,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
485,Sales,Sales Executive,HIGH,0.6382,2.94,3.02,671,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
486,Sales,Sales Executive,LOW,0.1814,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
487,IT,Developer,LOW,0.0757,2.94,3.02,2492,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
488,Finance,Auditor,MEDIUM,0.5359,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
489,Finance,Accountant,LOW,0.2849,2.94,3.02,1434,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
490,HR,HR Manager,MEDIUM,0.5268,2.94,3.02,396,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
491,Sales,Account Manager,LOW,0.0798,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
492,Marketing,SEO Analyst,LOW,0.039,2.94,3.02,176,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
493,IT,Tester,LOW,0.084,2.94,3.02,2490,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
494,HR,HR Manager,MEDIUM,0.5521,2.94,3.02,397,"['ACS Technologies HeadMaster', 'ADP Enterprise HR', 'ADP Workforce Now']",ERP Implementation & Management
495,IT,Developer,LOW,0.2023,2.94,3.02,2494,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
496,IT,Developer,LOW,0.1546,2.94,3.02,2496,"['!Trak-it Solutions !Trak-it HR', '100 Plus Hatch Pattern Library', '1099 ProsSoftware']",3D Graphics Fundamentals
497,Finance,Auditor,LOW,0.0881,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
498,Finance,Accountant,HIGH,0.7934,2.94,3.02,1433,"['24SevenOffice Project', '3M Post-it App', '3PL Central']",Business Analytics Tools
499,Sales,Account Manager,LOW,0.2926,2.94,3.02,670,"['3M Post-it App', 'ACT! Premium', 'ADP Drive DMS for Accounting']",Accounting Software Proficiency
500,Marketing,Content Lead,LOW,0.1949,2.94,3.02,175,"['2AB iLock Security Services', '3M Post-it App', '911 system information databases']",Cybersecurity Fundamentals
