EmployeeID,current_skill
478,HubSpot
478,PowerPoint
478,Teamwork
478,Microsoft Excel
478,Content Creation
478,Social Media
479,Microsoft Word
479,Communication
479,CI/CD
479,Azure
479,Teamwork
479,Microsoft Excel
479,Kubernetes
480,Problem Solving
480,Microsoft Word
480,Communication
480,Customer Service
480,Ticketing Systems
480,Zendesk
481,Git
481,Docker
481,Problem Solving
481,Python
481,Communication
481,SQL
481,Teamwork
481,Microsoft Excel
481,AWS
482,Excel
482,Problem Solving
482,Microsoft Word
482,Customer Service
482,Teamwork
482,Microsoft Excel
482,Ticketing Systems
482,Zendesk
483,Docker
483,Problem Solving
483,Communication
483,SQL
483,CI/CD
484,Excel
484,Microsoft Word
484,PowerPoint
484,Teamwork
484,Microsoft Excel
484,Pipeline Management
485,Excel
485,Problem Solving
485,Lead Generation
485,Communication
485,Salesforce
485,PowerPoint
485,Teamwork
485,Pipeline Management
486,Microsoft Excel
486,Excel
486,Problem Solving
486,Lead Generation
486,Communication
486,PowerPoint
486,Teamwork
486,CRM
487,Git
487,Problem Solving
487,Python
487,Communication
487,Linux
487,SQL
487,Teamwork
487,Microsoft Excel
488,QuickBooks
488,Microsoft Word
488,Communication
488,SQL
488,PowerPoint
488,Microsoft Excel
489,Excel
489,Problem Solving
489,Budgeting
489,SQL
489,Financial Analysis
489,Microsoft Excel
490,Onboarding
490,BambooHR
490,Workday
490,Excel
490,Problem Solving
490,Microsoft Word
490,Communication
490,Compliance
490,Microsoft Excel
490,Recruitment
491,Microsoft Word
491,HubSpot
491,PowerPoint
491,Teamwork
491,Pipeline Management
492,Google Analytics
492,SEO
492,Problem Solving
492,Communication
492,HubSpot
492,PowerPoint
492,Teamwork
493,REST APIs
493,Docker
493,Problem Solving
493,Microsoft Word
493,Python
493,Linux
493,Teamwork
493,Microsoft Excel
493,Kubernetes
493,AWS
494,BambooHR
494,Workday
494,Problem Solving
494,Teamwork
494,Compliance
494,Microsoft Excel
495,Git
495,Problem Solving
495,Linux
495,SQL
495,CI/CD
495,Teamwork
496,REST APIs
496,Problem Solving
496,Communication
496,Teamwork
496,Azure
496,AWS
497,QuickBooks
497,Problem Solving
497,SAP
497,SQL
497,Teamwork
497,Financial Analysis
497,Microsoft Excel
498,Problem Solving
498,Budgeting
498,Microsoft Word
498,Communication
498,SAP
498,Financial Analysis
499,Problem Solving
499,Lead Generation
499,Negotiation
499,Communication
499,Salesforce
499,PowerPoint
499,Teamwork
499,Microsoft Excel
500,Google Analytics
500,SEO
500,Problem Solving
500,Communication
500,HubSpot
500,PowerPoint
500,Teamwork
500,Microsoft Excel
500,Content Creation
500,Social Media
